Protein.Group,Gene.Symbol,hDIA02_2nd_fraction001,hDIA02_2nd_fraction002,hDIA02_2nd_fraction003,hDIA02_2nd_fraction004,hDIA02_2nd_fraction005,hDIA02_2nd_fraction006,hDIA02_2nd_fraction007,hDIA02_2nd_fraction008,hDIA02_2nd_fraction009,hDIA02_2nd_fraction010,hDIA02_2nd_fraction011,hDIA02_2nd_fraction012,hDIA02_2nd_fraction013,hDIA02_2nd_fraction014,hDIA02_2nd_fraction015,hDIA02_2nd_fraction016,hDIA02_2nd_fraction017,hDIA02_2nd_fraction018,hDIA02_2nd_fraction019,hDIA02_2nd_fraction020,hDIA02_2nd_fraction021,hDIA02_2nd_fraction022,hDIA02_2nd_fraction023,hDIA02_2nd_fraction024,hDIA02_2nd_fraction025,hDIA02_2nd_fraction026,hDIA02_2nd_fraction027,hDIA02_2nd_fraction028,hDIA02_2nd_fraction029,hDIA02_2nd_fraction030,hDIA02_2nd_fraction031,hDIA02_2nd_fraction032,hDIA02_2nd_fraction033,hDIA02_2nd_fraction034,hDIA02_2nd_fraction035,hDIA02_2nd_fraction036,hDIA02_2nd_fraction037,hDIA02_2nd_fraction038,hDIA02_2nd_fraction039,hDIA02_2nd_fraction040,hDIA02_2nd_fraction041,hDIA02_2nd_fraction042,hDIA02_2nd_fraction043,hDIA02_2nd_fraction044,hDIA02_2nd_fraction045,hDIA02_2nd_fraction046,hDIA02_2nd_fraction047,hDIA02_2nd_fraction048,hDIA02_2nd_fraction049,hDIA02_2nd_fraction050,hDIA02_2nd_fraction051,hDIA02_2nd_fraction052,hDIA02_2nd_fraction053,hDIA02_2nd_fraction054,hDIA02_2nd_fraction055,hDIA02_2nd_fraction056,hDIA02_2nd_fraction057,hDIA02_2nd_fraction058,hDIA02_2nd_fraction059,hDIA02_2nd_fraction060,hDIA02_2nd_fraction061,hDIA02_2nd_fraction062,hDIA02_2nd_fraction063,hDIA02_2nd_fraction064,hDIA02_2nd_fraction065,hDIA02_2nd_fraction066,hDIA02_2nd_fraction067,hDIA02_2nd_fraction068,hDIA02_2nd_fraction069,hDIA02_2nd_fraction070,hDIA02_2nd_fraction071,hDIA02_2nd_fraction072,hDIA02_2nd_fraction073,hDIA02_2nd_fraction074,hDIA02_2nd_fraction075,hDIA02_2nd_fraction076,hDIA02_2nd_fraction077,hDIA02_2nd_fraction078,hDIA02_2nd_fraction079,hDIA02_2nd_fraction080,hDIA02_2nd_fraction081,hDIA02_2nd_fraction082,hDIA02_2nd_fraction083,hDIA02_2nd_fraction084,hDIA02_2nd_fraction085,hDIA02_2nd_fraction086,hDIA02_2nd_fraction087,hDIA02_2nd_fraction088,hDIA02_2nd_fraction089,hDIA02_2nd_fraction090,hDIA02_2nd_fraction091,hDIA02_2nd_fraction092,hDIA02_2nd_fraction093,hDIA02_2nd_fraction094,hDIA02_2nd_fraction095,hDIA02_2nd_fraction096,hDIA02_2nd_fraction097,hDIA02_2nd_fraction098,hDIA02_2nd_fraction099,hDIA02_2nd_fraction100,hDIA02_2nd_fraction101,hDIA02_2nd_fraction102,hDIA02_2nd_fraction103,hDIA02_2nd_fraction104,hDIA02_2nd_fraction105,hDIA02_2nd_fraction106,hDIA02_2nd_fraction107,hDIA02_2nd_fraction108,hDIA02_2nd_fraction109,hDIA02_2nd_fraction110,hDIA02_2nd_fraction111,hDIA02_2nd_fraction112,hDIA02_2nd_fraction113,hDIA02_2nd_fraction114,hDIA02_2nd_fraction115,hDIA02_2nd_fraction116,hDIA02_2nd_fraction117,hDIA02_2nd_fraction118,hDIA02_2nd_fraction119,hDIA02_2nd_fraction120,hDIA02_2nd_fraction121,hDIA02_2nd_fraction122,hDIA02_2nd_fraction123,hDIA02_2nd_fraction124,hDIA02_2nd_fraction125,hDIA02_2nd_fraction126,hDIA02_2nd_fraction127,hDIA02_2nd_fraction128,hDIA02_2nd_fraction129,hDIA02_2nd_fraction130,hDIA02_2nd_fraction131,hDIA02_2nd_fraction132,hDIA02_2nd_fraction133,hDIA02_2nd_fraction134,hDIA02_2nd_fraction135,hDIA02_2nd_fraction136,hDIA02_2nd_fraction137,hDIA02_2nd_fraction138,hDIA02_2nd_fraction139,hDIA02_2nd_fraction140,hDIA02_2nd_fraction141,hDIA02_2nd_fraction142,hDIA02_2nd_fraction143,hDIA02_2nd_fraction144,hDIA02_2nd_fraction145,hDIA02_2nd_fraction146,hDIA02_2nd_fraction147,hDIA02_2nd_fraction148,hDIA02_2nd_fraction149,hDIA02_2nd_fraction150,hDIA02_2nd_fraction151,hDIA02_2nd_fraction152,hDIA02_2nd_fraction153,hDIA02_2nd_fraction154,hDIA02_2nd_fraction155,hDIA02_2nd_fraction156,hDIA02_2nd_fraction157,hDIA02_2nd_fraction158,hDIA02_2nd_fraction159,hDIA02_2nd_fraction160,hDIA02_2nd_fraction161,hDIA02_2nd_fraction162,hDIA02_2nd_fraction163,hDIA02_2nd_fraction164,hDIA02_2nd_fraction165,hDIA02_2nd_fraction166,hDIA02_2nd_fraction167,hDIA02_2nd_fraction168,hDIA02_2nd_fraction169,hDIA02_2nd_fraction170,hDIA02_2nd_fraction171,hDIA02_2nd_fraction172,hDIA02_2nd_fraction173,hDIA02_2nd_fraction174,hDIA02_2nd_fraction175,hDIA02_2nd_fraction176,hDIA02_2nd_fraction177,hDIA02_2nd_fraction178,hDIA02_2nd_fraction179,hDIA02_2nd_fraction180,hDIA02_2nd_fraction181,hDIA02_2nd_fraction182,hDIA02_2nd_fraction183,hDIA02_2nd_fraction184,hDIA02_2nd_fraction185,hDIA02_2nd_fraction186,hDIA02_2nd_fraction187,hDIA02_2nd_fraction188,hDIA02_2nd_fraction189,hDIA02_2nd_fraction190,hDIA02_2nd_fraction191,hDIA02_2nd_fraction192
Q9ULP9,TBC1D24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4121115.047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,747505.0136,1508763.258,NA,NA,NA,NA,3072210.295,4235988.211,3933597.21,4448986.759,2069855.246,3630698.551,4416289.036,6103734.724,5476739.257,4521374.514,2955022.937,5872466.444,10414625.13,42245687.64,129410077,36875031.95,17629055.37,8989007.589,4156279.383,3350269.036,2613544.89,1796163.125,1520565.932,1331833.003,1099403.493,1033541.391,762511.9856,959959.826,722791.9374,NA,787640.3333,902310.3336,824236.2087,528858.517,630477.1444,689526.6847,680032.8472,645383.2334,798256.9637,757943.3339,713375.347,852549.9812,671605.8964,857039.0725,NA,693921.4173,863199.2638,603947.4473,600936.8893,488760.2711,406382.3495,349421.815,380552.4123,412808.4932,303591.8787,424780.4393,368086.7025,290052.5053,404105.722,362063.6167,321086.0893,309082.7951,205532.1738,173467.8538,206489.849,263912.9653,215365.44,148170.881,200226.1549,NA,NA,119389.1651,126564.1067,138535.7335,141178.2549,73600.82175,104183.1135,101056.1374,61127.16831,83304.68239,157043.1511,NA,143928.4822,103018.6474,60359.5302,89704.4568,77040.51971,77297.12224,73500.7727,71300.05993,77148.19324,76673.84124,66740.9161,88923.95081,74246.75161,67616.34156,82903.71737,54352.67078,74673.20978,76995.73765,92853.48393,57467.2327,NA,54523.36818,NA,46065.51354,51700.93589,55344.80631,33041.55384,53354.94221,NA
O75347,TBCA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,206814.4313,3263559.553,19306174.05,44243479.82,28034703.19,144925896.9,819858753.5,1199164970,348851481.6,105198554.1,36809144.41,11666235.14,9184206.378,13012537.97,10487622.02,8537033.157,6750729.142,5583218.906,5540512.792,3870709.343,3777628.996,3590260.816,2829693.851,2605165.086,2017014.547,2141625.398,1853234.074,1618014.56,1551640.567,615448.2252,635813.8643,1221721.829,542908.8275,NA,NA,579931.0886,600382.8349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1136281.891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q99426,TBCB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6060284.99,55248.1955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140456.5341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,746414.3369,1937085.046,1671213.411,1838064.29,1533888.11,3436751.416,7039333.384,6814567.972,7025412.154,11634384.77,13467082.93,21573221.89,25992174.67,34585548.76,38736354.59,37113882.46,40598896.07,71137941.72,162909147.6,299644525.3,132399584.7,185914721,144910342.9,77273833.92,59487380.35,37134009.76,29742904.08,28688952.12,25591854.65,25225397.89,21861451.87,17108023.09,12878142.95,9269475.301,572481.3755,6053016.832,6152560.082,5229970.993,5070498.779,5388275.078,4990722.778,4605316.865,4743799.229,4566167.743,4836417.11,5335550.097,5866843.83,4225599.074,5154545.071,3517944.85,4071402.548,4114223.641,3375266.577,3250315.521,3195136.436,3167087.19,2135289.124,3099330.304,2533234.262,2127417.978,2660129.382,2536162.462,2616983.005,2633825.065,2435736.585,2772414.889,2521850.241,2157042.655,1392851.153,1361702.554,1584136.642,1227904.571,1202230.628,1513731.51,1103230.151,1089634.833,817532.2782,1051371.881,1023285.955,781920.5532,937359.9101,831068.6553,867237.6664,640753.749,863568.4233,1045782.422,448034.074,891380.8502,962166.44,767363.6422,931324.0983,874181.8597,741870.4186,811383.967,768865.677,786706.2743,757771.0246,875565.8973,744661.3206,638084.1577,591981.8449,676880.7851,725939.5852,726205.381,770478.6894,763438.9981,676304.459,524840.7543,574053.0888,296879.5557,566722.1017,540857.5163,438474.0459,467355.2334,568707.6117,519241.721
Q15814,TBCC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19017699.62,44269395.89,32758864.06,18239866.62,14092286.51,7010813.397,6327318.392,5562073.085,4428520.474,4265040.325,3496953.824,4517230.113,4484837.147,6063055.843,5589534.987,1207448.148,1456149.722,1340350.066,942357.5857,945559.3563,878775.5447,734304.016,836441.8815,633729.2782,610394.1767,467285.0903,556589.7895,461318.0699,NA,NA,519031.537,424808.0188,455265.4847,NA,NA,NA,NA,NA,441680.3964,NA,NA,NA,NA,168808.1059,NA,117411.2192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,620012.4584,NA,179294.3795,130952.5786,301674.9809,119357.2149,162429.3578,239839.5986,NA,238317.202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114740.9441,203993.2319,186729.4613,NA,281415.93,NA,NA,169857.2178,NA,NA,NA,NA,NA,117380.7331,NA,138126.597,NA,156945.4232,168360.2931,NA,162997.7554,109660.9772,NA,NA,138492.0795,NA,NA,103947.7985,96187.43196,NA
Q9BTW9,TBCD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,262822.3213,259987.5822,338851.8326,173646.5989,NA,229293.6591,NA,NA,NA,NA,NA,336699.6526,692991.2305,908061.8133,1752341.519,1972478.88,2247385.031,2517078.746,2290661.028,2324239.414,1514375.068,1995797.693,1569056.483,1139101.694,1434017.661,1161487.792,1153376.072,909731.8135,813757.8586,765321.0389,800559.8628,490804.3967,315422.2263,312426.516,321324.4274,317505.1817,281979.7344,313034.5775,207797.6791,165276.0077,138034.1657,205707.7957,158912.6261,150008.4153,156560.8572,135794.5864,159663.1875,95480.33764,117204.7561,157063.4698,53388.43783,137518.3022,118133.2097,119282.4496,116914.8742,140992.8551,114109.5596,123324.2377,116431.7706,103491.1437,94909.07081,108545.7156,116295.1535,89776.48739,73325.01426,87232.69301,71668.64149,86332.62904,103406.1705,97210.37658,88413.99225,46745.888,68831.24023,29867.45489,52480.61812,45911.02981,41602.17359,47562.21448,53582.98686,19887.88585
Q92609,TBC1D5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1550734.491,734739.1992,1023511.36,1288851.03,768370.076,NA,NA,468682.0256,520129.9404,763691.2602,1718693.179,2654253.306,3601011.292,1602946.775,1435332.92,1047764.205,794520.3228,NA,517825.4274,455626.1251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,133166.2644,104423.2196,75925.77169,NA,NA,58616.73855,60374.11129,NA,52120.33239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150617.7393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108350.0996,NA,NA,NA,NA,NA,NA,11803.74166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6390.815954,NA,NA
Q15813,TBCE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1945747.691,3291634.052,3472286.841,2789849.095,5072311.8,27355203.66,24449294.83,6768367.579,3126335.654,1503314.231,2323392.54,1629609.192,1961630.709,1305644.241,1379471.691,820959.1928,810389.7501,923868.369,806990.5576,865624.0282,844366.9489,757906.7528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,193186.2031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54709.19147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q9BZK7,TBL1XR1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,243650.5508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,991847.9486,3085648.577,4966377.608,5345395.656,5823348.236,5853200.737,2250356.093,2076218.711,1969186.795,897678.3285,881722.7787,679376.3789,514898.8301,377929.5489,283486.1798,207872.6284,207259.9068,323179.4161,410521.5125,346681.9073,NA,473987.5706,345884.2684,320967.6201,353984.4347,565288.0438,321098.0525,NA,NA,NA,NA,NA,264155.204,NA,229351.2912,141432.3386,135452.4491,111385.5647,119988.0587,74818.76963,NA,NA,NA,NA,98830.62617,58110.20317,NA,92392.65898,89343.19827,75338.99758,76903.68167,NA,60692.70758,65895.37732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q16650,TBR1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51214.87967,60120.44786,112273.3862,102116.8702,170884.6041,116695.9491,164944.3728,90785.43134,78997.30193,105894.5938,148575.2433,NA,NA,NA,NA,NA,NA,NA,NA,856367.656,1225249.908,NA,948077.376,654359.4547,546794.0054,734339.1568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,175328.3138,NA,NA,NA,NA,NA,250800.5728,NA,NA,63916.32128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q15170,TCEAL1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,378640.8349,1048367.141,1583227.664,1482103.445,782149.3048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83063.80813,82835.58551,99338.30019,NA,202032.1181,NA,NA,92874.32032,NA,NA,83389.94018,149428.2286,183072.1981,44959.52079,96901.92544,105972.0835,76361.735,211457.2845,272524.1073,289450.4222,363233.5733,339374.8863,285023.7925,220941.1215,154342.0888,153231.8191,388161.028,NA,181388.7334,124886.4145,NA,NA,NA,NA,NA,NA,NA,NA,102712.9996,NA,132731.7488,NA,NA,NA,NA,NA,NA,NA,NA,NA,74271.77242,117109.2368,NA,NA,NA,21245.80478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34018.26218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q9H3H9,TCEAL2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,351019.8469,913631.857,1475683.447,2168966.291,1423926.06,1106079.877,1612970.395,2393122.951,2086819.511,2519101.027,2590340.329,1786241.271,1769253.407,3323967.388,2519371.217,1558790.319,157796.9679,256580.0204,330070.0524,155604.0653,218249.7405,136080.7368,260550.2544,144200.243,133074.5368,134485.4216,87467.28191,NA,47913.72261,116021.4181,NA,132838.6378,135898.3404,301201.3116,157681.6763,187479.2236,212593.6394,217387.5918,NA,203952.5759,630130.6191,591200.808,748431.3591,398179.1371,595494.8385,355184.7271,467165.481,371831.1902,452592.8658,417410.9129,304530.7672,278565.6571,238645.5476,395475.3693,330613.4693,167213.3806,279976.6761,266617.1352,321256.9902,266685.3722,256833.4548,287222.741,255684.5963,218811.8737,95595.65734,77285.93493,NA,126762.0572,82613.73053,121952.459,46716.03033,104381.464,41651.23615,NA,53118.44963,NA,NA,NA,16097.75054,NA,NA,43401.34634,NA,NA,NA,NA,NA,NA,21962.65371,56368.42474,42816.08366,66390.87338,49210.75682,33988.65314,NA,NA,28707.98837,NA,57324.36882,NA,38609.57764,63140.4288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q969E4,TCEAL3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4382227.278,1899982.758,10242573.46,1901308.08,NA,NA,NA,1712897.468,2007164.591,1967391.412,3066817.673,1959893.123,1891689.235,167450.691,NA,NA,NA,NA,197407.9573,265282.4407,594190.0457,1536262.173,2913917.771,3116969.918,2898633.256,5000400.842,4083699.018,NA,2861404.733,3306581.373,2112913.22,3440519.001,2546562.143,3910107.278,2428333.991,2726858.312,4145249.255,17680721.76,9698696.578,12520632.95,7464821.321,5884130.424,5676707.456,6393589.027,5990675.83,4632829.439,5632324.273,5209824.371,5027941.11,3458789.193,4408151.367,4020258.047,4544591.901,5215801.375,2193202.765,4371484.522,3659847.378,4836943.962,4830966.445,4017922.473,3636104.597,1477051.397,639107.8322,694136.7098,1611265.23,1121742.659,2035751.911,900315.1752,916083.6882,657431.4108,780559.5685,589544.635,483109.9579,605755.5987,491799.5789,255508.4003,262468.1582,400431.3637,486102.6355,337564.3168,318326.057,403952.5415,328912.3161,357704.5469,384296.8874,351907.0057,669269.691,403003.889,883223.1392,714109.9094,759761.0024,485149.6704,179905.3415,467531.1153,295124.4391,907076.5314,295421.672,643540.2227,553607.2235,335985.5647,289119.6598,256570.7547,214852.3499,292570.7053,199714.2565,210623.825,130256.2796,189405.3446,160140.6476
Q96EI5,TCEAL4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,326107.7447,666588.2047,367209.9438,NA,NA,359482.1437,312711.937,370406.7798,272742.1047,464797.7996,656424.7001,1076082.686,1624067.889,2278066.016,2606355.414,3113925.625,2508024.243,2016994.01,1930185.53,1435851.86,1498060.187,182853.9163,239894.4354,327131.2238,249976.0551,389225.7589,296159.6177,315029.5976,313352.7047,264223.8862,231378.1861,223060.5429,239427.5843,207365.2368,164261.7854,NA,181601.0214,153838.3309,NA,128542.2702,253666.0316,207644.3985,131562.1619,140642.4045,156188.5375,442834.6433,457750.7278,430212.7389,833920.2554,658927.1078,582758.2649,712821.1371,NA,370285.8645,147249.4285,NA,249384.6102,139212.016,168106.0665,246669.6412,289591.6914,260983.4065,121144.9375,NA,98187.6114,107882.7421,106082.0872,118009.5546,121767.2203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q5H9L2,TCEAL5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,461782.9512,3068211.495,NA,NA,NA,NA,NA,NA,NA,NA,NA,353461.239,NA,413312.125,432023.6541,NA,357747.2937,914900.5053,3251954.65,2709003.827,2841063.352,1928372.78,2306430.67,2432677.796,2694691.022,2211699.512,1817334.957,2265387.111,2232566.108,2715988.836,2093765.628,3900081.453,3299005.764,2173130.105,3340975.67,5100307.958,4678482.332,7146849.04,7237023.122,9929836.789,16191543.76,20594372.38,27006699.3,29713196.9,27506047.56,26157709.16,24775402.72,4307062.74,20963215.15,16887034.99,15607783.95,14709978.81,23495667.63,18600252.05,13435961.57,12703992.05,13014165.99,19386359.06,18836078.57,19621472.01,17520123.72,16277397.57,11724732.08,12793293.53,10908467.21,10085542.63,10526244.49,13552635.39,12984411.38,9924252.183,13478368.16,12193770.35,9384190.898,11764731.52,9862047.129,9481324.952,8357167.036,8912278.613,9174911.442,8680478.472,6446061.728,3863625.002,3724627.732,4051703.729,3631111.332,3854600.046,4575338.97,3111203.979,3064940.633,1994448.582,2550306.958,2456775.52,2018214.637,2143871.306,2201242.32,2057495.132,1456483.314,1977951.293,2393395.256,1461173.549,2469155.11,2224906.725,1746681.041,2110297.318,1939037.613,1816404.67,2198064.762,2242607.249,2129443.192,2014139.437,2089896.136,2119607.417,1366804.138,1381779.991,1722517.608,1848338.761,1767097.095,2245520.381,1942626.929,1709768.223,1150703.968,1444377.224,798761.3372,1322524.524,1172481.784,845843.2287,985314.1154,1150475.67,919054.8538
