Protein.Group,Gene.Symbol,hDIA02_2nd_fraction001,hDIA02_2nd_fraction002,hDIA02_2nd_fraction003,hDIA02_2nd_fraction004,hDIA02_2nd_fraction005,hDIA02_2nd_fraction006,hDIA02_2nd_fraction007,hDIA02_2nd_fraction008,hDIA02_2nd_fraction009,hDIA02_2nd_fraction010,hDIA02_2nd_fraction011,hDIA02_2nd_fraction012,hDIA02_2nd_fraction013,hDIA02_2nd_fraction014,hDIA02_2nd_fraction015,hDIA02_2nd_fraction016,hDIA02_2nd_fraction017,hDIA02_2nd_fraction018,hDIA02_2nd_fraction019,hDIA02_2nd_fraction020,hDIA02_2nd_fraction021,hDIA02_2nd_fraction022,hDIA02_2nd_fraction023,hDIA02_2nd_fraction024,hDIA02_2nd_fraction025,hDIA02_2nd_fraction026,hDIA02_2nd_fraction027,hDIA02_2nd_fraction028,hDIA02_2nd_fraction029,hDIA02_2nd_fraction030,hDIA02_2nd_fraction031,hDIA02_2nd_fraction032,hDIA02_2nd_fraction033,hDIA02_2nd_fraction034,hDIA02_2nd_fraction035,hDIA02_2nd_fraction036,hDIA02_2nd_fraction037,hDIA02_2nd_fraction038,hDIA02_2nd_fraction039,hDIA02_2nd_fraction040,hDIA02_2nd_fraction041,hDIA02_2nd_fraction042,hDIA02_2nd_fraction043,hDIA02_2nd_fraction044,hDIA02_2nd_fraction045,hDIA02_2nd_fraction046,hDIA02_2nd_fraction047,hDIA02_2nd_fraction048,hDIA02_2nd_fraction049,hDIA02_2nd_fraction050,hDIA02_2nd_fraction051,hDIA02_2nd_fraction052,hDIA02_2nd_fraction053,hDIA02_2nd_fraction054,hDIA02_2nd_fraction055,hDIA02_2nd_fraction056,hDIA02_2nd_fraction057,hDIA02_2nd_fraction058,hDIA02_2nd_fraction059,hDIA02_2nd_fraction060,hDIA02_2nd_fraction061,hDIA02_2nd_fraction062,hDIA02_2nd_fraction063,hDIA02_2nd_fraction064,hDIA02_2nd_fraction065,hDIA02_2nd_fraction066,hDIA02_2nd_fraction067,hDIA02_2nd_fraction068,hDIA02_2nd_fraction069,hDIA02_2nd_fraction070,hDIA02_2nd_fraction071,hDIA02_2nd_fraction072,hDIA02_2nd_fraction073,hDIA02_2nd_fraction074,hDIA02_2nd_fraction075,hDIA02_2nd_fraction076,hDIA02_2nd_fraction077,hDIA02_2nd_fraction078,hDIA02_2nd_fraction079,hDIA02_2nd_fraction080,hDIA02_2nd_fraction081,hDIA02_2nd_fraction082,hDIA02_2nd_fraction083,hDIA02_2nd_fraction084,hDIA02_2nd_fraction085,hDIA02_2nd_fraction086,hDIA02_2nd_fraction087,hDIA02_2nd_fraction088,hDIA02_2nd_fraction089,hDIA02_2nd_fraction090,hDIA02_2nd_fraction091,hDIA02_2nd_fraction092,hDIA02_2nd_fraction093,hDIA02_2nd_fraction094,hDIA02_2nd_fraction095,hDIA02_2nd_fraction096,hDIA02_2nd_fraction097,hDIA02_2nd_fraction098,hDIA02_2nd_fraction099,hDIA02_2nd_fraction100,hDIA02_2nd_fraction101,hDIA02_2nd_fraction102,hDIA02_2nd_fraction103,hDIA02_2nd_fraction104,hDIA02_2nd_fraction105,hDIA02_2nd_fraction106,hDIA02_2nd_fraction107,hDIA02_2nd_fraction108,hDIA02_2nd_fraction109,hDIA02_2nd_fraction110,hDIA02_2nd_fraction111,hDIA02_2nd_fraction112,hDIA02_2nd_fraction113,hDIA02_2nd_fraction114,hDIA02_2nd_fraction115,hDIA02_2nd_fraction116,hDIA02_2nd_fraction117,hDIA02_2nd_fraction118,hDIA02_2nd_fraction119,hDIA02_2nd_fraction120,hDIA02_2nd_fraction121,hDIA02_2nd_fraction122,hDIA02_2nd_fraction123,hDIA02_2nd_fraction124,hDIA02_2nd_fraction125,hDIA02_2nd_fraction126,hDIA02_2nd_fraction127,hDIA02_2nd_fraction128,hDIA02_2nd_fraction129,hDIA02_2nd_fraction130,hDIA02_2nd_fraction131,hDIA02_2nd_fraction132,hDIA02_2nd_fraction133,hDIA02_2nd_fraction134,hDIA02_2nd_fraction135,hDIA02_2nd_fraction136,hDIA02_2nd_fraction137,hDIA02_2nd_fraction138,hDIA02_2nd_fraction139,hDIA02_2nd_fraction140,hDIA02_2nd_fraction141,hDIA02_2nd_fraction142,hDIA02_2nd_fraction143,hDIA02_2nd_fraction144,hDIA02_2nd_fraction145,hDIA02_2nd_fraction146,hDIA02_2nd_fraction147,hDIA02_2nd_fraction148,hDIA02_2nd_fraction149,hDIA02_2nd_fraction150,hDIA02_2nd_fraction151,hDIA02_2nd_fraction152,hDIA02_2nd_fraction153,hDIA02_2nd_fraction154,hDIA02_2nd_fraction155,hDIA02_2nd_fraction156,hDIA02_2nd_fraction157,hDIA02_2nd_fraction158,hDIA02_2nd_fraction159,hDIA02_2nd_fraction160,hDIA02_2nd_fraction161,hDIA02_2nd_fraction162,hDIA02_2nd_fraction163,hDIA02_2nd_fraction164,hDIA02_2nd_fraction165,hDIA02_2nd_fraction166,hDIA02_2nd_fraction167,hDIA02_2nd_fraction168,hDIA02_2nd_fraction169,hDIA02_2nd_fraction170,hDIA02_2nd_fraction171,hDIA02_2nd_fraction172,hDIA02_2nd_fraction173,hDIA02_2nd_fraction174,hDIA02_2nd_fraction175,hDIA02_2nd_fraction176,hDIA02_2nd_fraction177,hDIA02_2nd_fraction178,hDIA02_2nd_fraction179,hDIA02_2nd_fraction180,hDIA02_2nd_fraction181,hDIA02_2nd_fraction182,hDIA02_2nd_fraction183,hDIA02_2nd_fraction184,hDIA02_2nd_fraction185,hDIA02_2nd_fraction186,hDIA02_2nd_fraction187,hDIA02_2nd_fraction188,hDIA02_2nd_fraction189,hDIA02_2nd_fraction190,hDIA02_2nd_fraction191,hDIA02_2nd_fraction192
Q6IPX3,TCEAL6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,473694.205,NA,NA,NA,NA,NA,NA,NA,562752.7213,343849.7734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8999138.451,2232164.933,1876104.795,NA,1511089.094,739352.1189,921819.3226,431209.3188,466153.6905,624303.8638,NA,614355.8437,332388.6412,873809.1681,3146287.052,5826589.765,10136382.28,3699902.557,5885694.773,8045543.24,6064307.028,8443619.979,6477643.303,5096569.398,6143923.974,5461960.285,4293522.421,5196248.951,4272458.205,5588845.822,5131704.658,NA,4229092.265,3178001.5,2309826.101,1829417.885,2330314.016,2134971.404,1739373.611,1534723.507,1770751.741,5561627.798,4946688.99,5011843.912,4306463.543,3358534.513,3361880.287,4308882.055,4056219.558,3404831.417,3245763.879,3451364.084,2990384.27,2251520.313,3646166.731,2863170.637,1966649.464,3148847.067,2970786.31,2900979.393,2464049.057,2870301.702,3103525.879,2339497.823,1784631.296,864978.8288,680908.1011,616010.6503,960662.2923,879264.8057,1286473.349,621442.2788,772815.7866,358921.634,508735.7019,415108.9915,358885.3704,573466.4093,424854.6222,382778.3574,285781.6418,323424.5852,427972.7184,272316.0333,472406.2104,428615.8143,337626.495,419132.9885,352053.8891,275807.508,610081.9881,378451.9143,513720.0371,461254.4546,507873.861,399334.8615,174232.1216,337485.7047,244569.2908,408536.4486,291558.4661,471624.5967,536985.489,315805.8861,199637.5566,182630.4239,183404.6127,238366.6238,104323.6491,182744.2052,150428.7345,150247.3943,148235.4506
P23193,TCEA1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73025.45604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,593114.732,784049.1544,960633.9519,NA,NA,NA,618138.5882,796222.9573,1277832.543,1263931.527,720310.3218,562948.2092,595170.439,349636.3031,NA,NA,NA,261517.7875,460860.7028,1071392.796,2649834.639,3590992.309,5435694.353,4057526.201,1883089.138,851022.1653,429329.9888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q13428,TCOF1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,458460.5774,681563.2432,521251.5683,637898.5106,1025814.649,892261.7397,1148397.353,1305755.527,1523157.158,1281011.385,1315004.098,1105385.463,677722.7611,NA,1233183.43,709177.4194,1215112.483,1544605.069,1780916.771,1992252.818,1755048.11,1751713.251,1742952.05,2199675.154,2305357.472,2104110.94,4198007.619,2026765.637,1964201.047,1769743.938,402109.5633,528831.2633,580590.2904,424269.6327,513885.4161,420256.3005,350982.3939,324239.0513,279349.5023,283425.4234,226666.9844,181092.8578,255209.2445,208227.3291,NA,250566.5617,263818.6889,273133.5752,248629.5472,328658.3079,214338.5469,183484.2798,178096.4561,229121.5682,540550.6771,378793.5275,460999.1009,422466.746,523420.3486,328712.6394,514692.6118,334870.7036,462895.195,336010.6357,242135.2871,299539.98,158350.4223,273188.0885,290592.019,167365.0047,227878.7823,242457.6941,347757.7111,245579.2108,237874.6902,363752.4396,352118.2546,292036.8142,128523.3344,119920.2641,163158.6756,155908.5595,128776.9302,185979.7356,106318.8942,107669.5945,78646.49368,112978.4726,120160.2818,87361.71573,115894.3789,121090.7197,118929.3114,104878.9802,111991.2374,154083.9075,67829.15428,128109.4264,138461.1741,106443.5342,144644.6129,101243.8283,111917.0616,135473.123,107403.1161,179693.5349,146266.8594,155124.068,130216.2013,108225.0909,115046.461,123499.6054,168491.8815,155661.6338,182633.7844,167013.8974,148974.93,106243.2387,130212.6197,59144.51977,113462.8186,90088.28045,68872.50194,94647.20721,101952.3089,71173.97259
P53999,SUB1,NA,NA,1099292.816,NA,NA,NA,NA,1437533.149,NA,2732371.091,1312174.8,NA,NA,4241305.176,NA,NA,NA,2403376.401,NA,3288197.616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1147372.149,1473141.505,1933047.751,3194724.693,3208505.209,3727764.675,5004494.937,5534279.204,6439756.259,7947187.294,7674142.39,8043212.983,8161014.757,7948266.089,7945474.556,5091420.106,7124264.47,3199660.968,5023784.584,578457.132,2765577.807,1363258.821,1445724.921,1179824.355,785099.5539,509028.7261,NA,961732.4177,1402784.125,1344720.466,NA,312019.8918,1233235.169,1378931.903,1137753.75,838577.3217,1294860.55,1968385.39,2952974.041,5891578.539,5295548.3,NA,NA,NA,NA,NA,NA,748012.0478,10820567,33641948.7,34267532.56,8370441.907,3108197.312,2237097.692,1529098.903,827045.1629,1314431.799,841638.135,1138143.631,2643715.55,3634988.22,2012864.6,576821.5906,473953.5115,701514.798,617107.6057,1788903.651,6229737.691,14586107.33,8081011.526,NA,1188591.702,934518.7259,973431.2928,851099.5784,984397.2906,2393805.149,2623916.071,9329257.371,19896885.33,5086137.622,2096787.055,1854819.633,1675791.488,2595569.415,1850125.778,2603165.604,2762755.87,2916628.872,2974078.399,2357226.348,1918306.523,1318954.021,1701470.989,1422704.839,664192.4048,1046090.662,788792.6192,648352.0512,490454.7216,470260.1962,639679.9657,211930.0089,436424.2757,265492.808,316839.4684,359086.4175,281713.3834,275452.6902,367486.9301,193551.5806,212697.1915,116851.431,155607.5717,149463.232,119164.8787,100043.7247,139952.0959,137168.376,63918.6053,124973.8608,147871.0937,96205.28064,125202.2286,146313.9315,115497.297,109375.3459,132621.2141,127376.1123,131541.9293,161972.2908,135110.4271,105472.3544,152305.7562,131570.5635,90703.4114,78329.49561,89224.53323,104911.8231,167482.2026,99467.67445,105234.2992,123476.2178,NA,78860.04846,38433.54393,67420.43243,85627.55314,42846.32815,65956.4583,67245.81564,60989.09527
P17987,TCP1,232497.0947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3326063.492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4874773.244,2409259.628,3648754.279,1641089.048,1438572.171,NA,NA,1315850.012,3165554.813,6970270.095,12953578.55,12991682.65,12018736.34,11021562.84,4508169.347,NA,NA,1979934.814,NA,953235.4887,405229.2106,NA,NA,593757.9044,588206.4527,1188144.345,1972577.408,5565989.153,5391909.647,7033259.267,5268367.715,4236720.805,3861822.6,1038135.649,1291131.904,1357684.037,1069590.791,1088485.355,933599.2886,870724.6035,973520.3113,958907.3988,883885.0898,810546.304,807133.1448,1037454.099,1044460.628,NA,960543.3869,1384609.695,1301737.391,1166895.902,1910359.701,1582344.505,1456027.986,1576788.617,1979486.477,3845812.894,3900662.137,4025422.284,3538734.532,3610655.734,2848675.784,2874081.082,2510699.869,1948632.338,1914751.144,1959777.432,1712532.638,1287477.428,1470169.462,1434747.865,1176150.791,1623102.634,1282150.985,1340452.391,1162806.181,1322842.467,1294654.002,1182985.865,910333.5605,400632.0776,402382.2987,372869.3346,418661.8467,405508.5076,476390.9586,284404.0028,256637.3251,201397.3195,260618.789,222947.0367,166404.1225,213954.5752,192731.2066,191236.0514,117827.1804,168303.8309,214604.2939,NA,141140.9992,203950.3762,120874.4891,166237.2016,182005.7177,159000.6059,174454.5638,166392.2555,155925.4703,177393.9256,143501.5634,163750.9488,111204.3739,97718.30968,126463.2528,149666.895,138260.7723,177097.0197,170129.024,127402.6461,83598.40016,97108.49332,53230.72929,75387.31611,54450.92641,50321.8002,62864.60627,54711.716,16850.47415
P78371,CCT2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1677341.973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1896323.632,3741927.541,42598185.54,88972069.4,74050221.69,35294524.5,19778759.87,13880466.14,10342247.04,9314347.221,6564862.553,5394576.399,4612691.58,3891183.426,3794637.919,3100614.287,2771970.112,2903226.755,1007975.686,1335435.125,1704349.035,1513029.122,1387511.075,1067544.661,950781.9581,975253.2857,1405832.779,1187457.024,1072674.994,947895.7494,917477.8881,1002305.291,NA,666789.583,637706.2115,687395.4998,643962.2785,980027.031,993842.5433,1043818.158,1217450.548,1712015.968,2217889.333,2488354.24,2652320.726,2010903.453,2227819.064,1666128.516,1971553.792,1443080.606,1469791.363,1340193.799,1232330.044,1399702.453,856542.4346,1182158.963,1170044.273,789417.26,1179631.805,950868.8469,1062756.166,825156.4416,917110.0525,908898.0875,829469.1585,704209.5334,442344.3127,432577.325,481363.1098,387430.2773,409104.3331,539749.0881,286345.2315,300932.5732,294258.6506,296725.4726,313185.583,260234.3259,270247.6342,252919.6219,263111.1868,171566.4841,204486.9659,319906.1202,107918.3102,233506.3052,229166.5593,180575.4092,221485.9777,207259.0803,197257.0593,168717.4638,186965.8848,207585.9176,157597.7441,197977.6429,208278.3414,134488.2693,120057.9028,164838.0489,162965.462,181468.6645,177830.2615,162582.5157,159731.342,133432.9114,136531.6802,72617.0275,119193.6526,111143.6151,83660.88746,96970.6339,116078.2947,79530.58617
P50991,CCT4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,996540.4761,2077194.253,5219092.507,10233168.38,12793846.47,12956958.43,25571752.21,9215998.073,9289892.157,6575043.255,3959802.895,3527889.297,3885888.627,2574550.617,3460509.48,3609561.965,2845888.055,2561950.081,NA,NA,NA,1159131.082,1178851.994,1440903.053,1111429.24,NA,1079525.14,752921.7391,659816.2859,813595.4627,870977.1782,NA,NA,535078.6458,997069.1099,776580.4952,NA,1380639.899,1526612.35,1728388.938,1819521.498,2862759.943,3663268.012,3529134.675,4311392.928,3165862.649,3695029.755,2509374.115,3504644.159,2773406.917,2151546.383,2043445.799,1494935.944,1644640.48,998641.4574,1799041.471,1360224.929,930605.696,1175318.146,1107941.11,1101168.3,943347.5582,1022660.153,927510.3046,920868.003,709152.6271,520350.6379,526702.3999,566407.9325,464163.5681,439645.3591,557141.3307,433958.364,315335.7049,253168.4329,280235.0632,316079.2381,239324.8086,251018.7025,265301.4011,303052.3663,202784.0167,223471.4625,310825.3277,NA,281134.7614,NA,200432.333,274791.3379,282283.5909,232203.154,NA,NA,385480.9856,NA,216117.161,270674.3424,182510.7599,NA,NA,NA,231683.3848,220971.9038,198806.1907,165691.2215,NA,NA,70503.95594,155930.7774,136372.9637,134184.0954,140504.0223,148123.1376,49875.34884
P48643,CCT5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,257894.152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,766371.0051,502989.5031,169262.43,NA,187483.161,380554.5676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,954780.1768,2404891.298,3792491.678,6302808.725,7236786.053,8552290.827,8129362.796,7442440.05,7559801.65,2578288.01,3294923.106,3456031.159,2569375.245,3154123.656,2737485.495,2399586.699,2676520.935,2431365.099,2660214.962,2284992.404,2217791.036,2249693.672,2049328.544,NA,1701132.326,1623442.023,1446839.876,1340866.63,1966455.663,2036463.648,2406218.897,2527385.285,3515880.058,4755828.583,4971612.992,4933052.409,4394347.083,4745574.83,3747424.175,3810385.709,3424652.03,3302950.492,2880194.041,2753073.765,2495300.545,1769835.36,2542747.155,2109064.159,1742253.09,2241316.956,1918406.912,2120264.135,1844529.681,1789421.147,1818432.41,1768961.534,1397818.248,801397.6721,1000892.991,949074.6041,822374.3346,805679.715,944912.4163,651459.6586,674824.7135,491528.5141,635092.6398,600898.0494,521369.9088,482262.81,499638.0214,486868.2713,346060.2908,446846.5666,577817.0968,218811.489,497098.0828,485048.9527,379535.7359,454840.0589,435491.5336,391720.9312,400441.4455,408966.2968,408694.0005,334417.9773,363762.3144,379608.8095,298086.0081,249727.2826,339595.1674,326067.7104,356507.5386,380207.7785,357020.3129,305764.1385,234567.6108,258414.6144,135848.0779,278316.3313,243269.9751,157103.0335,209843.1305,246553.1204,149671.0877
P49368,CCT3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,370540.159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,571305.1638,NA,NA,NA,3080978.61,10808436.9,28128501.92,28813749.08,31822387.79,27422247.41,23635190.38,21551577.18,18453449.31,16686198.14,13933874.67,12021484.69,11568257.7,2667322.091,3590226.011,3873231.53,2960277.947,3376795.816,2634827.265,2802673.185,2504618.966,2398653.398,2251848.923,2163715.688,1793116.809,1967094.563,1638939.471,NA,1707842.089,1787615.703,1907424.847,1370786.53,1793541.401,2113099.389,1929394.166,2154096.456,2916092.483,5340104.298,6518646.488,7115617.139,6549412.382,7468141.225,5079803.945,6045818.094,5106857.618,4666275.899,4040799.521,3934074.034,3871531.522,2227175.381,3524119.648,2774016.576,2230776.334,2644727.424,2326779.22,2458059.148,2248389.959,2321380.835,2264560.747,2193066.338,1558371.974,905962.4644,836993.9382,909803.0801,929114.4865,877219.4459,955743.3127,586970.5746,635717.4381,337921.2679,521275.2935,438391.6314,347509.2698,413710.7097,345125.6889,349144.9331,214762.1344,308054.5222,427758.2445,187947.0532,388042.9806,384730.6131,298404.511,389721.0723,309132.1179,272206.8809,358274.5108,317275.9868,411944.6873,303079.3282,322518.2056,290528.9826,200597.7651,280103.5702,227966.3396,271277.3289,206356.5051,238358.2855,356003.7396,230256.0521,164497.0133,204106.8308,71970.60892,208679.5652,163309.0814,123842.7209,124862.444,114708.5137,99982.2624
Q99832,CCT7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124284.6585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,846279.8783,3294197.841,7535000.479,7476610.185,5467990.774,4352296.912,3045224.283,3153611.153,3181887.078,2621305.57,2047512.973,1289498.208,2168508.552,1731587.657,837204.0806,1147088.009,1482148.583,1162858.306,1232453.358,1238626.021,955549.02,1261748.834,1018151.675,913350.7835,870755.5826,882015.4244,1010750.669,1061738.194,NA,848968.1829,760692.5056,701763.5737,1050966.557,1465759.84,1067673.795,1227626.142,1228256.916,1465670.421,2214359.954,2032024.229,3348257.932,2025197.865,2435373.823,1917018.778,2235585.835,2024727.869,1498453.72,1234581.741,1744793.483,960673.2213,1116224.639,1702857.371,1293554.498,819287.9387,1389476.781,1271511.69,1170735.54,979288.8218,950252.2095,854489.065,1057657.834,867859.5187,467843.6577,487220.1462,510726.3024,410447.5976,379537.9069,588907.7972,359259.1558,383665.8561,234760.3886,319176.4816,286251.5935,209227.9548,205961.6192,230351.078,262242.8989,151455.5521,216095.4881,322275.4372,72219.74399,207647.7488,181163.7904,152675.0472,205090.4543,226207.4754,189261.692,195781.624,168995.0298,234038.1859,191459.5854,196627.2662,172701.597,139555.0783,129878.8685,147863.1018,166719.9676,130788.9479,128225.1625,162734.1072,83752.88208,99180.41253,145626.8054,51628.89565,119276.2565,112636.2826,77834.60869,106851.2259,84771.36753,48848.61663
P50990,CCT8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,247685.9207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,175144.6737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2058617.567,3117120.474,6220717.823,10656811.46,6709139.789,13330014.79,21744070.48,17600620.55,15706301.42,11415416.49,8736822.49,7628867.223,7077555.389,6419062.637,6850272.563,6521112.096,6100145.274,6673822.43,1329604.855,4791305.527,4863103.482,4051232.404,3990363.279,5809156.058,4852076.214,4731804.416,5377337.959,6427351.91,8549472.341,8373551.873,10493678.82,8666440.279,8067691.058,5948063.443,7443118.923,7045620.938,5930510.029,5613308.63,5759127.726,4796751.164,3639500.288,4856271.204,4279478.65,3216001.206,4131413.204,4006614.974,4500257.704,3858079.613,3983685.387,4144155.627,4232519.072,3239072.229,2005951.116,2227166.326,2342221.603,1958660.104,2069034.229,2378340.942,1625737.697,1673625.018,1065142.718,1517651.778,1414703.584,1169387.481,1279920.718,1190987.752,1278157.009,947445.0577,1155864.238,1349280.07,619306.1863,1342419.475,1307512.594,1077016.089,1305999.142,1096182.824,1008886.76,1035514.936,1032704.321,1272096.394,910169.1675,935390.4024,1022530.886,782122.2792,741215.8216,927769.4602,901292.6912,1046529.06,1051533.606,1013194.261,897917.825,702502.4333,823983.6601,350062.0969,750977.0171,695876.5944,555543.6418,525894.2653,584558.7795,455228.4194
P40227,CCT6A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2502466.501,1985974.611,1611360.796,907447.982,910829.8209,1276860.229,1679192.688,1444938.794,1226737.409,2163129.819,1788813.838,2367257.134,1575195.995,1641150.337,1744687.306,568383.5212,908777.9177,861219.739,742188.6483,778063.8959,965731.077,745144.0297,1083892.772,809353.5977,856744.5704,659807.5797,674485.0678,812978.9889,617767.6952,NA,649509.7509,895765.3211,1012836.326,1060625.383,1476008.232,1461788.137,1726585.122,1788361.601,2588040.684,3549310.017,3640484.173,3571043.781,3328052.225,3007848.574,2338252.71,2958325.96,2400071.341,2155127.877,1944003.143,1598564.482,1593608.897,1128628.732,1614968.857,1348240.321,1019459.765,1302683.999,1160349.059,1268013.437,1027084.318,998279.9741,889176.0421,934898.612,816448.1925,502231.4268,574692.9551,549477.131,473484.1486,536000.5445,569281.8337,388410.4095,406764.1572,282800.9971,316094.4335,298369.7826,270906.8107,299995.2585,293025.8101,257898.1953,149369.7482,204396.3336,328677.7541,141244.2885,294186.7719,249959.7864,183549.3447,238173.516,228822.6995,218845.2602,175493.9742,226876.1304,228260.5846,180762.7293,190952.3986,210301.8558,166679.8906,159639.1927,164233.2523,154379.6726,164001.2738,171112.4155,173477.2027,187835.6957,125280.3988,116368.3735,79370.27793,136216.0987,107822.641,76909.52498,136466.7791,94776.94544,76397.60201
